档,矫焙,前格,累扁,丑啊疙,week,炼荤老磊,俺眉锅龋,咀酒 俺荐,咀酒备盒,檬厘,勘荐,勘厘,勘气,勘捍厘,包何流版,拳规锅龋,拳规喊馒苞荐
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,2,0,夯林,32.8,9,9.3,8.4,17.7,17.5,2,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,2,0,夯林,32.8,9,9.3,8.4,17.7,17.5,3,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,2,0,夯林,32.8,9,9.3,8.4,17.7,17.5,4,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,2,0,夯林,32.8,9,9.3,8.4,17.7,17.5,5,4
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,2,0,夯林,32.8,9,9.3,8.4,17.7,17.5,6,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,1,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,咀酒,33,9,10.1,7.9,16.2,17.9,1,3
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,2,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,咀酒,33,9,10.1,7.9,16.2,17.9,2,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,3,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,4,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,5,4
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,3,1,夯林,33,9,10.1,7.9,16.2,17.9,6,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,夯林,35.5,14,11.1,8.5,19.8,17.9,1,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,夯林,35.5,14,11.1,8.5,19.8,17.9,2,
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,夯林,35.5,14,11.1,8.5,19.8,17.9,3,0
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,夯林,35.5,14,11.1,8.5,19.8,17.9,4,2
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,夯林,35.5,14,11.1,8.5,19.8,17.9,5,1
傈巢,拳鉴,叠扁,1,34,30,2021-04-15,4,1,咀酒1,35.5,14,11.1,8.5,19.8,17.9,1,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,1,0,夯林,30,7,10,8.5,17.5,17.8,1,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,1,0,夯林,30,7,10,8.5,17.5,17.8,2,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,1,0,夯林,30,7,10,8.5,17.5,17.8,3,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,1,0,夯林,30,7,10,8.5,17.5,17.8,4,3
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,1,0,夯林,30,7,10,8.5,17.5,17.8,5,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,1,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,2,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,3,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,4,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,5,4
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,2,0,夯林,37.2,8,10,8.7,17.6,17.6,6,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,1,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,咀酒,37.9,11,10.2,8.5,18,18,1,2
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,2,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,咀酒,37.9,11,10.2,8.5,18,18,2,1
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,3,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,4,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,5,4
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,3,1,夯林,37.9,11,10.2,8.5,18,18,6,1
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,1,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,2,
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,3,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,4,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,5,3
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,夯林,39.1,15,12.2,9.7,20.1,18,6,0
傈巢,拳鉴,叠扁,1,34,31,2021-04-21,4,1,咀酒1,39.1,15,12.2,9.7,20.1,18,1,2
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,1,0,夯林,39.7,6,13.7,11.5,22.8,17.8,1,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,1,0,夯林,39.7,6,13.7,11.5,22.8,17.8,2,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,1,0,夯林,39.7,6,13.7,11.5,22.8,17.8,3,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,1,0,夯林,39.7,6,13.7,11.5,22.8,17.8,4,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,1,0,夯林,39.7,6,13.7,11.5,22.8,17.8,5,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,1,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,2,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,3,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,4,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,5,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,2,0,夯林,38.6,9,11.9,9.2,24.4,17.6,6,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,1,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,咀酒,41.2,10,12.3,11,25.9,18,1,1
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,2,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,咀酒,41.2,10,12.3,11,25.9,18,2,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,3,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,4,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,5,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,3,1,夯林,41.2,10,12.3,11,25.9,18,6,5
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,1,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,2,
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,3,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,4,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,5,3
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,夯林,43.5,12,12.5,10.3,21.3,18,6,0
傈巢,拳鉴,叠扁,1,34,32,2021-04-29,4,1,咀酒1,43.5,12,12.5,10.3,21.3,18,1,4
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,1,0,夯林,40.2,7,15.1,11.8,25.9,17.8,1,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,1,0,夯林,40.2,7,15.1,11.8,25.9,17.8,2,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,1,0,夯林,40.2,7,15.1,11.8,25.9,17.8,3,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,1,0,夯林,40.2,7,15.1,11.8,25.9,17.8,4,2
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,1,0,夯林,40.2,7,15.1,11.8,25.9,17.8,5,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,1,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,2,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,3,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,4,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,5,1
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,2,0,夯林,39.7,8,12.7,9.5,26.1,17.6,6,3
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,1,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,咀酒,43.5,11,12.2,11.1,26,17.9,1,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,2,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,咀酒,43.5,11,12.2,11.1,26,17.9,2,2
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,3,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,4,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,5,2
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,3,1,夯林,43.5,11,12.2,11.1,26,17.9,6,3
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,1,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,2,
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,3,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,4,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,5,3
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,夯林,44.6,12,12.3,10.1,21.3,18.1,6,1
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,咀酒,44.6,12,12.3,10.1,21.3,18.1,1,3
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,咀酒,44.6,12,12.3,10.1,21.3,18.1,2,0
傈巢,拳鉴,叠扁,1,34,33,2021-05-07,4,1,咀酒,44.6,12,12.3,10.1,21.3,18.1,3,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,1,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,2,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,3,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,4,1
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,5,2
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,1,0,夯林,43.5,7,15.7,12.4,27.2,17.9,6,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,1,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,2,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,3,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,4,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,5,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,2,0,夯林,41.5,7,13.4,9.8,26.9,17.7,6,3
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,1,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,咀酒,46.2,12,10.8,8.4,26.5,18,1,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,2,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,咀酒,46.2,12,10.8,8.4,26.5,18,2,2
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,3,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,4,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,5,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,6,3
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,3,1,夯林,46.2,12,10.8,8.4,26.5,18,7,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,1,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,2,
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,3,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,4,0
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,5,2
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,夯林,47.5,13,12.7,9.6,22.8,18.2,6,3
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,咀酒,47.5,13,12.7,9.6,22.8,18.2,1,3
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,咀酒,47.5,13,12.7,9.6,22.8,18.2,2,1
傈巢,拳鉴,叠扁,1,34,34,2021-05-13,4,1,咀酒,47.5,13,12.7,9.6,22.8,18.2,3,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,1,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,2,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,3,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,4,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,5,6
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,1,0,夯林,48.2,8,12.3,9.7,27.1,17.8,6,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,1,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,2,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,3,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,4,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,5,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,6,3
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,2,0,夯林,43.3,8,12.8,9.9,26.5,17.6,7,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,1,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,咀酒,46.8,13,10.2,8.9,27.4,17.9,1,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,2,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,咀酒,46.8,13,10.2,8.9,27.4,17.9,2,2
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,3,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,4,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,5,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,6,3
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,3,1,夯林,46.8,13,10.2,8.9,27.4,17.9,7,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,1,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,2,
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,3,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,4,0
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,5,1
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,夯林,50.5,13,12.7,10.3,22.8,18.1,6,6
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,咀酒,50.5,13,12.7,10.3,22.8,18.1,1,2
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,咀酒,50.5,13,12.7,10.3,22.8,18.1,2,3
傈巢,拳鉴,叠扁,1,34,35,2021-05-21,4,1,咀酒,50.5,13,12.7,10.3,22.8,18.1,3,1
傈巢,碍柳,叠扁,1,38,5,2020-10-21,1,0,夯林,29.1,3,8.7,7,8.8,13.11,0,
傈巢,碍柳,叠扁,1,38,5,2020-10-21,2,0,夯林,24.6,5,9.8,8.2,11.6,12.79,0,
傈巢,碍柳,叠扁,1,38,5,2020-10-21,3,0,夯林,23.1,5,8.8,7.2,8.9,12.91,0,
傈巢,碍柳,叠扁,1,38,5,2020-10-21,4,0,夯林,32.5,4,8.5,7.1,10.2,12.65,0,
傈巢,碍柳,叠扁,1,38,6,2020-10-28,1,0,夯林,29.2,5,8.1,6.7,4,14.41,0,
傈巢,碍柳,叠扁,1,38,6,2020-10-28,2,0,夯林,24.2,5,7.1,8.3,5.4,13.55,0,
傈巢,碍柳,叠扁,1,38,6,2020-10-28,3,0,夯林,23.1,4,8.5,7.3,5.5,13.73,0,
傈巢,碍柳,叠扁,1,38,6,2020-10-28,4,0,夯林,28.5,5,8.5,7.1,6.1,14.24,0,
傈巢,碍柳,叠扁,1,38,7,2020-11-04,1,0,夯林,28.4,6,9.1,7.5,9.4,14.76,0,
傈巢,碍柳,叠扁,1,38,7,2020-11-04,2,0,夯林,23.4,6,8.1,7.7,6,13.79,0,
傈巢,碍柳,叠扁,1,38,7,2020-11-04,3,0,夯林,21.7,5,9.2,7.7,9,14.37,0,
傈巢,碍柳,叠扁,1,38,7,2020-11-04,4,0,夯林,26.5,6,8.4,7.3,7.2,15.8,0,
傈巢,碍柳,叠扁,1,38,8,2020-11-12,1,0,夯林,18,8,10.1,8.5,5.8,16.06,0,
傈巢,碍柳,叠扁,1,38,8,2020-11-12,2,0,夯林,23.1,7,8.6,8,8,15.4,0,
傈巢,碍柳,叠扁,1,38,8,2020-11-12,3,0,夯林,21,6,9.9,9.3,7.2,15.5,0,
傈巢,碍柳,叠扁,1,38,8,2020-11-12,4,0,夯林,20.6,6,9.1,8.5,6,15.61,0,
傈巢,碍柳,叠扁,1,38,9,2020-11-19,1,0,夯林,19.1,9,10,8.6,6.7,16.86,1,1
傈巢,碍柳,叠扁,1,38,9,2020-11-19,2,0,夯林,22.8,9,10.1,9.1,8,15.84,1,
傈巢,碍柳,叠扁,1,38,9,2020-11-19,3,0,夯林,20.5,7,10,8.9,8.4,14.94,1,1
傈巢,碍柳,叠扁,1,38,9,2020-11-19,4,0,夯林,21.7,7,10.2,9.6,12.7,16.77,1,1
傈巢,碍柳,叠扁,1,38,10,2020-11-25,1,0,夯林,21.1,6,9.9,8,9.8,15.49,1,3
傈巢,碍柳,叠扁,1,38,10,2020-11-25,2,0,夯林,23.1,8,9.4,8.3,8.8,16.18,1,3
傈巢,碍柳,叠扁,1,38,10,2020-11-25,3,0,夯林,21.2,7,10.2,9.1,10.3,16.1,1,6
傈巢,碍柳,叠扁,1,38,10,2020-11-25,4,0,夯林,20.5,6,10.2,8.5,8.1,15.37,1,4
傈巢,碍柳,叠扁,1,38,11,2020-12-02,1,0,夯林,22.4,6,10.5,8.4,10.7,16.5,1,9
傈巢,碍柳,叠扁,1,38,11,2020-12-02,2,0,夯林,22.6,7,9.8,8.5,10,16.48,1,6
傈巢,碍柳,叠扁,1,38,11,2020-12-02,3,0,夯林,22.4,7,10.4,9.6,10.5,16.09,1,8
傈巢,碍柳,叠扁,1,38,11,2020-12-02,4,0,夯林,22.5,7,10.2,9,9.4,15.87,1,7
傈巢,碍柳,叠扁,1,38,12,2020-12-09,1,0,夯林,23,7,10.5,8.4,10.7,16.77,1,9
傈巢,碍柳,叠扁,1,38,12,2020-12-09,2,0,夯林,23.3,7,10.1,8.8,9.8,17.93,1,7
傈巢,碍柳,叠扁,1,38,12,2020-12-09,3,0,夯林,22.8,8,10.8,9.9,11.3,17.9,1,8
傈巢,碍柳,叠扁,1,38,12,2020-12-09,4,0,夯林,22,7,10.6,9.2,10.1,17.67,1,8
傈巢,碍柳,叠扁,1,38,13,2020-12-16,1,0,夯林,23.1,7,10.3,8.4,10.6,18.06,1,9
傈巢,碍柳,叠扁,1,38,13,2020-12-16,2,0,夯林,23.4,7,10,8.9,10.1,18.42,1,7
傈巢,碍柳,叠扁,1,38,13,2020-12-16,3,0,夯林,22.7,8,8.5,8.1,12.4,17.51,1,8
傈巢,碍柳,叠扁,1,38,13,2020-12-16,4,0,夯林,22,7,10.6,9.1,9.6,17.38,1,8
傈巢,碍柳,叠扁,1,38,14,2020-12-24,1,0,夯林,23.4,8,10.3,8,11.7,18.09,1,8
傈巢,碍柳,叠扁,1,38,14,2020-12-24,1,0,夯林,23.4,8,10.3,8,11.7,18.09,2,2
傈巢,碍柳,叠扁,1,38,14,2020-12-24,2,0,夯林,23.6,8,9,8,10.2,18.01,1,7
傈巢,碍柳,叠扁,1,38,14,2020-12-24,3,0,夯林,23.7,9,9.4,7.8,10.2,17.87,1,8
傈巢,碍柳,叠扁,1,38,14,2020-12-24,4,0,夯林,23.5,8,9.7,7.8,9.6,17.16,1,9
傈巢,碍柳,叠扁,1,38,14,2020-12-24,4,0,夯林,23.5,8,9.7,7.8,9.6,17.16,2,
傈巢,碍柳,叠扁,1,38,15,,1,,,,,,,,,,
傈巢,碍柳,叠扁,1,38,15,,2,,,,,,,,,,
傈巢,碍柳,叠扁,1,38,15,,3,,,,,,,,,,
傈巢,碍柳,叠扁,1,38,15,,4,,,,,,,,,,
傈巢,碍柳,叠扁,1,38,16,2021-01-06,1,0,夯林,22.5,9,10.5,6.5,10.1,18.2,1,7
傈巢,碍柳,叠扁,1,38,16,2021-01-06,1,0,夯林,22.5,9,10.5,6.5,10.1,18.2,2,4
傈巢,碍柳,叠扁,1,38,16,2021-01-06,2,0,夯林,23.5,9,9,7.9,10.9,18.88,1,5
傈巢,碍柳,叠扁,1,38,16,2021-01-06,2,0,夯林,23.5,9,9,7.9,10.9,18.88,2,2
傈巢,碍柳,叠扁,1,38,16,2021-01-06,3,0,夯林,24.1,10,9.7,7.8,11.3,19.27,1,5
傈巢,碍柳,叠扁,1,38,16,2021-01-06,4,0,夯林,23.5,8,10.1,7.8,10.3,15.77,1,6
傈巢,碍柳,叠扁,1,38,16,2021-01-06,4,0,夯林,23.5,8,10.1,7.8,10.3,15.77,2,3
傈巢,碍柳,叠扁,1,38,17,2021-01-13,1,0,夯林,23.8,8,6.7,7.5,10.1,16.62,1,6
傈巢,碍柳,叠扁,1,38,17,2021-01-13,1,0,夯林,23.8,8,6.7,7.5,10.1,16.62,2,4
傈巢,碍柳,叠扁,1,38,17,2021-01-13,2,0,夯林,23.5,8,9.1,7.8,11.1,17.69,1,3
傈巢,碍柳,叠扁,1,38,17,2021-01-13,2,0,夯林,23.5,8,9.1,7.8,11.1,17.69,2,4
傈巢,碍柳,叠扁,1,38,17,2021-01-13,3,0,夯林,24,8,9.7,8,10.1,16.27,1,5
傈巢,碍柳,叠扁,1,38,17,2021-01-13,4,0,夯林,23.5,8,9.8,7.8,10.5,14.82,1,6
傈巢,碍柳,叠扁,1,38,17,2021-01-13,4,0,夯林,23.5,8,9.8,7.8,10.5,14.82,2,5
傈巢,碍柳,叠扁,1,38,18,2021-01-20,1,0,夯林,24,8,7.5,6.5,10,17.88,1,4
傈巢,碍柳,叠扁,1,38,18,2021-01-20,1,0,夯林,24,8,7.5,6.5,10,17.88,2,4
傈巢,碍柳,叠扁,1,38,18,2021-01-20,2,0,夯林,23.8,8,7.5,6.3,8.3,17.91,1,1
傈巢,碍柳,叠扁,1,38,18,2021-01-20,2,0,夯林,23.8,8,7.5,6.3,8.3,17.91,2,4
傈巢,碍柳,叠扁,1,38,18,2021-01-20,3,0,夯林,22.5,9,9.4,7.8,11.1,16.5,1,1
傈巢,碍柳,叠扁,1,38,18,2021-01-20,4,0,夯林,23.6,9,7.5,6.2,9.5,14.81,1,3
傈巢,碍柳,叠扁,1,38,18,2021-01-20,4,0,夯林,23.6,9,7.5,6.2,9.5,14.81,2,4
